hpx6,n_stars,avg_parallax
43963,7740,0.7444535255619614
43991,7993,0.6848928891599702
43946,9638,0.6631535626845341
43975,8898,0.6559775998172921
43953,8748,0.6934472741888019
43988,8770,0.647833884803386
43970,9873,0.650884843730446
43980,8862,0.6503339275778132
43986,8601,0.6740298451292684
43965,7645,0.6853408255762631
43959,8032,0.7002345116038792
43979,8559,0.6316363500983136
43947,8975,0.6830269161057911
43997,7847,0.7102454094613281
43982,8240,0.6742762883646385
43950,8983,0.6704127900856176
43966,7418,0.7159193195329893
43989,8415,0.6602347266261493
43971,9658,0.6444059386145481
43942,9238,0.6522312749735435
43977,9180,0.6626687377296312
43996,7844,0.668057501013835
43948,8840,0.6566764076048175
43999,7316,0.7230307602109126
43993,8038,0.6910018378838791
43995,7476,0.7278422350755918
43945,9365,0.6578323372510144
43990,8276,0.686140596468237
43983,8306,0.6710577620824603
43967,7251,0.7072979927395666
43951,8292,0.669248303074847
43978,9003,0.666304103937456
43985,8713,0.6894697271318271
43973,9164,0.6518170143587807
43969,9996,0.6694208887767565
43984,9067,0.6603104806621907
43974,9499,0.6631749621208022
43940,5857,0.6295792210645671
43958,8094,0.6793465328424466
43955,8541,0.687749782033571
43954,8598,0.6682394211027037
43964,7539,0.6738211295644732
43944,10088,0.6654519551512861
43992,8465,0.6589183168778472
43956,8587,0.6849937656281988
43943,8795,0.6681066013785929
43998,7538,0.710350297643715
43968,10254,0.6438158622856578
43994,8148,0.6947559661843964
43960,8406,0.6843820189554297
43962,8108,0.6811020845094059
43981,8642,0.6879089130441023
44001,8226,0.664915912486372
44000,8306,0.6764553080027363
43941,9191,0.6563417557172245
43972,9369,0.6699501978390586
43952,9010,0.664583786659844
23785,28687,0.43453425805121115
23781,34802,0.3962720574331087
23794,39454,0.4152054679552927
23795,32186,0.4693340567418745
23784,24258,0.479928916349968
23790,33461,0.42244097144079135
23797,11365,0.5847065450658119
23786,24709,0.47958189602499535
23792,37615,0.42765126940983583
23796,25161,0.5170557820872621
23791,35142,0.41916608201784084
23782,35026,0.4258190061725381
23787,29021,0.4496723451175105
23783,37726,0.42157054512259345
23789,36850,0.4170522852306725
23793,32286,0.4625654576930905
23788,32717,0.42257889805340393
29250,645120,0.2004302943005824
32939,7935,0.6376754528111422
32893,9159,0.5687809918358113
32949,6709,0.678970750722445
32943,13531,0.371433081599812
32922,7786,0.6442605401514824
32938,7388,0.7010774834053062
32913,7527,0.6978571260069442
32889,7966,0.665786196872837
32934,7623,0.6526338629522154
32932,7440,0.7095734784834457
32951,11261,0.42465815917728156
32898,8321,0.7166540119994778
32897,8644,0.7044412799424742
32935,8531,0.5818419360130805
32928,8081,0.7338478351597545
32937,7549,0.6847075362262535
32941,9669,0.4926500303814145
32920,7549,0.7207660889909238
32887,6088,0.4512119756393741
32933,7870,0.627399970134601
32919,6753,0.7422168625395558
32896,8634,0.7100128250477404
32942,9575,0.5243216467351246
32909,7640,0.7097959599023272
32952,671,0.5806782371512653
32904,8346,0.716408940061841
32911,7682,0.7043241368038111
32917,7026,0.7530018195776551
32946,9381,0.5290041109211427
32894,6940,0.6886770802017123
32924,7121,0.7179210576955294
32936,7323,0.7405075769914489
32921,7432,0.7107055429573094
32929,7772,0.6905198615874572
32906,8535,0.6779623411116074
32923,8141,0.627450592160969
32891,6673,0.7149700998364836
32912,7646,0.7118833162854709
32950,8925,0.5312922128244005
32947,10089,0.4933088643296913
32940,8510,0.6041040615915486
32915,7382,0.7385847813669034
32905,8041,0.6894266288606111
32899,8188,0.6870100498925479
32900,8337,0.7135585355154359
32927,6663,0.7212301131242839
32888,7683,0.6593956731801247
32925,6690,0.7482893949390101
32907,8017,0.7108856153133928
32948,7954,0.6157109173377376
32895,7248,0.6330456150495901
32918,7063,0.7158883076217231
32890,6948,0.7394887648104951
32902,8006,0.6937807609866882
32945,8696,0.5823005127025649
32910,7789,0.705902066985109
32901,7958,0.7313254441375996
32916,7284,0.7032696106245286
32931,7481,0.7149214552516452
32944,8280,0.5808306656222086
32903,7878,0.7062135611015201
32930,7900,0.7122778864433936
32892,7934,0.6318479245346775
32914,7408,0.7112023559546021
32908,7783,0.6960895872199143
32926,7056,0.7103177520517101
20912,20643,0.4746380951540596
20921,20316,0.4926582830724947
20916,24386,0.44536701091630077
20918,23226,0.485310602377833
20909,17648,0.5119348521496462
20915,21113,0.48120401290993614
20928,35450,0.4203474869206011
20919,26227,0.44528818123672115
20926,21276,0.503453165812661
20922,17671,0.5146120112579862
20920,18988,0.505166834084561
20929,29787,0.40584067118182876
20925,25102,0.45765173135049214
20908,16421,0.5245143401098411
20924,22300,0.49847662674603643
20927,23289,0.47633333098495845
20917,26883,0.43242836830346343
20907,13721,0.5744679985460345
20913,22765,0.476867017213498
20910,14993,0.5384056565872438
20914,19874,0.4982975552349567
20905,6478,0.5835222909101824
20911,16172,0.5173679687892736
20923,19147,0.5247123998439186
20906,13630,0.587413489617364
15365,129270,0.324270247823689
15364,65647,0.3422975292916933
15366,161875,0.30880899098506637
15367,165752,0.29980205958088385
13846,25112,0.5578490706930597
13841,21688,0.5883721523641621
13845,21803,0.5844331627412187
13856,21221,0.5186251542726897
13849,26787,0.5499949485226391
13847,25725,0.5580241548714187
13838,29859,0.5202343616882068
13843,24010,0.5701058558632152
13842,24786,0.5510614527853742
13852,28336,0.5334077444204213
13839,30042,0.5101495410284073
13844,21341,0.5884494471029647
13853,28735,0.5292772987465997
13851,28949,0.518768475134327
13837,18361,0.5381696648789702
13854,29806,0.5140312329066757
13848,26233,0.5493132999428662
13850,29848,0.5179506484931015
